Date_reported,iso_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days,YearQuarter
2020-05-24,JAM,JAMAICA,AMR,1.0,1.0,2.0,1.0,2020Q2
2020-05-24,JPN,JAPAN,WPR,18237.0,,62187.0,,2020Q2
2020-05-24,JEY,JERSEY,EUR,0.0,,4.0,1.0,2020Q2
2020-05-24,JOR,JORDAN,EMR,67.0,,210.0,,2020Q2
2020-05-24,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,1.0,1.0,14.0,5.0,2020Q2
2020-05-24,LBN,LEBANON,EMR,44.0,,133.0,,2020Q2
2020-05-24,LTU,LITHUANIA,EUR,16.0,2.0,92.0,5.0,2020Q2
2020-05-24,LUX,LUXEMBOURG,EUR,10.0,0.0,55.0,6.0,2020Q2
2020-05-24,MYS,MALAYSIA,WPR,351.0,,1465.0,,2020Q2
2020-05-24,MDV,MALDIVES,SEAR,277.0,,802.0,,2020Q2
2020-05-24,MLT,MALTA,EUR,4.0,0.0,7.0,1.0,2020Q2
2020-05-24,MEX,MEXICO,AMR,7364.0,719.0,24500.0,2541.0,2020Q2
2020-05-24,MNG,MONGOLIA,WPR,104.0,,223.0,,2020Q2
2020-05-24,MMR,MYANMAR,SEAR,73.0,0.0,365.0,0.0,2020Q2
2020-05-24,NLD,NETHERLANDS,EUR,59.0,24.0,572.0,190.0,2020Q2
2020-05-24,NZL,NEW ZEALAND,WPR,1.0,0.0,3.0,2.0,2020Q2
2020-05-24,MKD,NORTH MACEDONIA,EUR,67.0,,204.0,,2020Q2
2020-05-24,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,1.0,,31.0,,2020Q2
2020-05-24,OMN,OMAN,EMR,133.0,20.0,320.0,38.0,2020Q2
2020-05-24,PAK,PAKISTAN,EMR,508.0,,2311.0,,2020Q2
2020-05-24,PAN,PANAMA,AMR,50.0,3.0,439.0,6.0,2020Q2
2020-05-24,PHL,PHILIPPINES,WPR,394.0,,2080.0,,2020Q2
2020-05-24,POL,POLAND,EUR,332.0,5.0,1350.0,29.0,2020Q2
2020-05-24,QAT,QATAR,EMR,211.0,137.0,10444.0,170.0,2020Q2
2020-05-24,ROU,ROMANIA,EUR,95.0,8.0,2202.0,130.0,2020Q2
2020-05-24,VCT,SAINT VINCENT AND THE GRENADINES,AMR,0.0,0.0,0.0,0.0,2020Q2
2020-05-24,SGP,SINGAPORE,WPR,3578.0,,18025.0,,2020Q2
2020-05-24,SVN,SLOVENIA,EUR,0.0,,8.0,,2020Q2
2020-05-24,SOM,SOMALIA,EMR,1.0,,1.0,,2020Q2
2020-05-24,ESP,SPAIN,EUR,481.0,49.0,5203.0,368.0,2020Q2
2020-05-24,LKA,SRI LANKA,SEAR,133.0,,648.0,,2020Q2
2020-05-24,SDN,SUDAN,EMR,852.0,,3413.0,,2020Q2
2020-05-24,SWE,SWEDEN,EUR,525.0,112.0,3187.0,585.0,2020Q2
2020-05-24,CHE,SWITZERLAND,EUR,21.0,,144.0,,2020Q2
2020-05-24,GBR,THE UNITED KINGDOM,EUR,,0.0,,0.0,2020Q2
2020-05-24,TUR,TURKEY,EUR,4817.0,239.0,24613.0,1563.0,2020Q2
2020-05-24,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,,0.0,,2020Q2
2020-05-24,UKR,UKRAINE,EUR,499.0,12.0,2500.0,80.0,2020Q2
2020-05-24,USA,UNITED STATES OF AMERICA,AMR,399.0,,1866.0,,2020Q2
2020-05-24,URY,URUGUAY,AMR,8.0,2.0,41.0,9.0,2020Q2
2020-05-17,ALB,ALBANIA,EUR,1.0,,6.0,,2020Q2
2020-05-17,ARG,ARGENTINA,AMR,1022.0,107.0,2852.0,286.0,2020Q2
2020-05-17,ARM,ARMENIA,EUR,1201.0,,3237.0,,2020Q2
2020-05-17,AUS,AUSTRALIA,WPR,7.0,,39.0,,2020Q2
2020-05-17,AUT,AUSTRIA,EUR,15.0,0.0,148.0,11.0,2020Q2
2020-05-17,AZE,AZERBAIJAN,EUR,697.0,,1285.0,,2020Q2
2020-05-17,BHS,BAHAMAS,AMR,2.0,0.0,2.0,0.0,2020Q2
2020-05-17,BHR,BAHRAIN,EMR,1553.0,,3530.0,,2020Q2
2020-05-17,BGD,BANGLADESH,SEAR,683.0,,4430.0,,2020Q2
2020-05-17,BEL,BELGIUM,EUR,443.0,,3437.0,,2020Q2
2020-05-17,BMU,BERMUDA,AMR,1.0,0.0,8.0,0.0,2020Q2
2020-05-17,BIH,BOSNIA AND HERZEGOVINA,EUR,,3.0,,30.0,2020Q2
2020-05-17,BRA,BRAZIL,AMR,16047.0,4683.0,53356.0,15514.0,2020Q2
2020-05-17,BRN,BRUNEI DARUSSALAM,WPR,0.0,,3.0,,2020Q2
2020-05-17,CAN,CANADA,AMR,831.0,,4657.0,,2020Q2
2020-05-17,CYM,CAYMAN ISLANDS,AMR,0.0,0.0,14.0,2.0,2020Q2
2020-05-17,CHL,CHILE,AMR,2723.0,1093.0,6428.0,2678.0,2020Q2
2020-05-17,CHN,CHINA,WPR,36.0,,124.0,,2020Q2
2020-05-17,CRI,COSTA RICA,AMR,6.0,3.0,13.0,4.0,2020Q2
2020-05-17,CYP,CYPRUS,EUR,1.0,0.0,19.0,4.0,2020Q2
2020-05-17,CZE,CZECHIA,EUR,41.0,13.0,344.0,88.0,2020Q2
2020-05-17,DNK,DENMARK,EUR,55.0,,170.0,,2020Q2
2020-05-17,DOM,DOMINICAN REPUBLIC,AMR,16.0,18.0,55.0,72.0,2020Q2
2020-05-17,ECU,ECUADOR,AMR,1053.0,,4793.0,,2020Q2
2020-05-17,EGY,EGYPT,EMR,1756.0,171.0,6391.0,304.0,2020Q2
2020-05-17,EST,ESTONIA,EUR,10.0,5.0,63.0,26.0,2020Q2
2020-05-17,FIN,FINLAND,EUR,39.0,9.0,229.0,64.0,2020Q2
2020-05-17,FRA,FRANCE,EUR,2674.0,386.0,18825.0,2569.0,2020Q2
2020-05-17,GEO,GEORGIA,EUR,59.0,,294.0,,2020Q2
2020-05-17,DEU,GERMANY,EUR,647.0,57.0,4789.0,461.0,2020Q2
2020-05-17,GRC,GREECE,EUR,,5.0,,23.0,2020Q2
2020-05-17,GTM,GUATEMALA,AMR,5.0,1.0,15.0,1.0,2020Q2
2020-05-17,GGY,GUERNSEY,EUR,5.0,0.0,5.0,0.0,2020Q2
2020-05-17,HUN,HUNGARY,EUR,93.0,12.0,732.0,51.0,2020Q2
2020-05-17,IDN,INDONESIA,WPR,1967.0,,4797.0,,2020Q2
2020-05-17,IRQ,IRAQ,EMR,474.0,,1377.0,,2020Q2
2020-05-17,IRL,IRELAND,EUR,70.0,7.0,693.0,77.0,2020Q2
2020-05-17,IMN,ISLE OF MAN,EUR,0.0,,1.0,0.0,2020Q2
2020-05-17,ISR,ISRAEL,EUR,38.0,6.0,433.0,51.0,2020Q2
2020-05-17,ITA,ITALY,EUR,1451.0,196.0,9873.0,1422.0,2020Q2
2020-05-17,JPN,JAPAN,WPR,31626.0,,43950.0,,2020Q2
2020-05-17,JEY,JERSEY,EUR,2.0,0.0,7.0,1.0,2020Q2
2020-05-17,JOR,JORDAN,EMR,44.0,,160.0,,2020Q2
2020-05-17,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,2.0,2.0,13.0,4.0,2020Q2
2020-05-17,LVA,LATVIA,EUR,10.0,1.0,33.0,7.0,2020Q2
2020-05-17,LBN,LEBANON,EMR,36.0,,96.0,,2020Q2
2020-05-17,LBY,LIBYA,EMR,1.0,,1.0,,2020Q2
2020-05-17,LTU,LITHUANIA,EUR,20.0,1.0,101.0,4.0,2020Q2
2020-05-17,LUX,LUXEMBOURG,EUR,12.0,2.0,92.0,14.0,2020Q2
2020-05-17,MYS,MALAYSIA,WPR,238.0,,1505.0,,2020Q2
2020-05-17,MLT,MALTA,EUR,1.0,0.0,5.0,2.0,2020Q2
2020-05-17,MEX,MEXICO,AMR,6599.0,687.0,20877.0,2262.0,2020Q2
2020-05-17,MNG,MONGOLIA,WPR,115.0,,125.0,,2020Q2
2020-05-17,MMR,MYANMAR,SEAR,84.0,0.0,423.0,0.0,2020Q2
2020-05-17,NLD,NETHERLANDS,EUR,91.0,34.0,938.0,291.0,2020Q2
2020-05-17,MKD,NORTH MACEDONIA,EUR,55.0,,194.0,,2020Q2
2020-05-17,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,6.0,,33.0,,2020Q2
2020-05-17,OMN,OMAN,EMR,88.0,14.0,248.0,18.0,2020Q2
2020-05-17,PAK,PAKISTAN,EMR,338.0,,2121.0,,2020Q2
2020-05-17,PAN,PANAMA,AMR,103.0,0.0,516.0,14.0,2020Q2
2020-05-17,PHL,PHILIPPINES,WPR,426.0,,2288.0,,2020Q2
2020-05-17,POL,POLAND,EUR,251.0,2.0,1559.0,31.0,2020Q2
2020-05-17,PRT,PORTUGAL,EUR,322.0,23.0,489.0,63.0,2020Q2
2020-05-17,QAT,QATAR,EMR,1660.0,33.0,10241.0,33.0,2020Q2
2020-05-17,ROU,ROMANIA,EUR,409.0,30.0,3392.0,188.0,2020Q2
2020-05-17,SGP,SINGAPORE,WPR,4737.0,,21483.0,,2020Q2
2020-05-17,SXM,SINT MAARTEN,AMR,2.0,0.0,7.0,4.0,2020Q2
2020-05-17,SVN,SLOVENIA,EUR,0.0,,21.0,,2020Q2
2020-05-17,ESP,SPAIN,EUR,807.0,49.0,8458.0,568.0,2020Q2
2020-05-17,LKA,SRI LANKA,SEAR,100.0,,692.0,,2020Q2
2020-05-17,SDN,SUDAN,EMR,1237.0,,2716.0,,2020Q2
2020-05-17,SUR,SURINAME,AMR,1.0,0.0,1.0,0.0,2020Q2
2020-05-17,SWE,SWEDEN,EUR,616.0,125.0,3993.0,711.0,2020Q2
2020-05-17,CHE,SWITZERLAND,EUR,26.0,,248.0,,2020Q2
2020-05-17,GBR,THE UNITED KINGDOM,EUR,,0.0,,0.0,2020Q2
2020-05-17,TUN,TUNISIA,EMR,1.0,,1.0,,2020Q2
2020-05-17,TUR,TURKEY,EUR,5750.0,334.0,28898.0,2148.0,2020Q2
2020-05-17,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,,0.0,,2020Q2
2020-05-17,UKR,UKRAINE,EUR,684.0,14.0,2749.0,95.0,2020Q2
2020-05-17,USA,UNITED STATES OF AMERICA,AMR,459.0,,1805.0,,2020Q2
2020-05-17,URY,URUGUAY,AMR,9.0,0.0,40.0,10.0,2020Q2
2020-05-17,YEM,YEMEN,EMR,24.0,,54.0,,2020Q2
2020-05-10,ALB,ALBANIA,EUR,2.0,,9.0,,2020Q2
2020-05-10,ARG,ARGENTINA,AMR,672.0,83.0,2295.0,229.0,2020Q2
2020-05-10,ARM,ARMENIA,EUR,931.0,,2309.0,,2020Q2
2020-05-10,ABW,ARUBA,AMR,0.0,0.0,0.0,0.0,2020Q2
2020-05-10,AUS,AUSTRALIA,WPR,9.0,,79.0,,2020Q2
2020-05-10,AUT,AUSTRIA,EUR,25.0,0.0,243.0,18.0,2020Q2
2020-05-10,AZE,AZERBAIJAN,EUR,279.0,,1024.0,,2020Q2
2020-05-10,BHS,BAHAMAS,AMR,0.0,0.0,2.0,2.0,2020Q2
2020-05-10,BHR,BAHRAIN,EMR,746.0,,2694.0,,2020Q2
2020-05-10,BGD,BANGLADESH,SEAR,2484.0,,4396.0,,2020Q2
2020-05-10,BEL,BELGIUM,EUR,664.0,,4919.0,,2020Q2
2020-05-10,BMU,BERMUDA,AMR,0.0,,11.0,1.0,2020Q2
2020-05-10,BTN,BHUTAN,SEAR,2.0,,2.0,,2020Q2
2020-05-10,BIH,BOSNIA AND HERZEGOVINA,EUR,,7.0,,40.0,2020Q2
2020-05-10,BRA,BRAZIL,AMR,14837.0,4194.0,44905.0,13294.0,2020Q2
2020-05-10,BRN,BRUNEI DARUSSALAM,WPR,3.0,,5.0,,2020Q2
2020-05-10,CAN,CANADA,AMR,1026.0,,5322.0,,2020Q2
2020-05-10,CYM,CAYMAN ISLANDS,AMR,0.0,0.0,14.0,2.0,2020Q2
2020-05-10,CHL,CHILE,AMR,1939.0,814.0,4337.0,1837.0,2020Q2
2020-05-10,CHN,CHINA,WPR,38.0,,88.0,,2020Q2
2020-05-10,CRI,COSTA RICA,AMR,4.0,0.0,7.0,1.0,2020Q2
2020-05-10,CYP,CYPRUS,EUR,6.0,1.0,30.0,7.0,2020Q2
2020-05-10,CZE,CZECHIA,EUR,69.0,18.0,438.0,113.0,2020Q2
2020-05-10,DNK,DENMARK,EUR,1.0,,117.0,1.0,2020Q2
2020-05-10,DOM,DOMINICAN REPUBLIC,AMR,12.0,13.0,43.0,64.0,2020Q2
2020-05-10,ECU,ECUADOR,AMR,1105.0,,4920.0,,2020Q2
2020-05-10,EGY,EGYPT,EMR,1514.0,88.0,5766.0,139.0,2020Q2
2020-05-10,EST,ESTONIA,EUR,5.0,5.0,78.0,23.0,2020Q2
2020-05-10,FIN,FINLAND,EUR,56.0,14.0,310.0,91.0,2020Q2
2020-05-10,FRA,FRANCE,EUR,3636.0,499.0,26387.0,3721.0,2020Q2
2020-05-10,GEO,GEORGIA,EUR,39.0,,347.0,,2020Q2
2020-05-10,DEU,GERMANY,EUR,951.0,94.0,7062.0,753.0,2020Q2
2020-05-10,GRC,GREECE,EUR,,4.0,,35.0,2020Q2
2020-05-10,GTM,GUATEMALA,AMR,6.0,0.0,11.0,0.0,2020Q2
2020-05-10,HUN,HUNGARY,EUR,106.0,7.0,946.0,63.0,2020Q2
2020-05-10,IRQ,IRAQ,EMR,373.0,,983.0,,2020Q2
2020-05-10,IRL,IRELAND,EUR,137.0,15.0,993.0,121.0,2020Q2
2020-05-10,IMN,ISLE OF MAN,EUR,0.0,,11.0,0.0,2020Q2
2020-05-10,ISR,ISRAEL,EUR,84.0,8.0,740.0,101.0,2020Q2
2020-05-10,ITA,ITALY,EUR,1951.0,269.0,13281.0,1770.0,2020Q2
2020-05-10,JPN,JAPAN,WPR,12324.0,,12324.0,,2020Q2
2020-05-10,JEY,JERSEY,EUR,0.0,,18.0,1.0,2020Q2
2020-05-10,JOR,JORDAN,EMR,90.0,,143.0,,2020Q2
2020-05-10,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,11.0,2.0,27.0,8.0,2020Q2
2020-05-10,LBN,LEBANON,EMR,46.0,,72.0,,2020Q2
2020-05-10,LTU,LITHUANIA,EUR,37.0,1.0,159.0,6.0,2020Q2
2020-05-10,LUX,LUXEMBOURG,EUR,14.0,2.0,147.0,15.0,2020Q2
2020-05-10,MYS,MALAYSIA,WPR,358.0,,1973.0,,2020Q2
2020-05-10,MDV,MALDIVES,SEAR,208.0,,719.0,,2020Q2
2020-05-10,MLT,MALTA,EUR,1.0,1.0,6.0,2.0,2020Q2
2020-05-10,MEX,MEXICO,AMR,6005.0,617.0,16588.0,1900.0,2020Q2
2020-05-10,MNG,MONGOLIA,WPR,3.0,,25.0,,2020Q2
2020-05-10,MMR,MYANMAR,SEAR,102.0,0.0,443.0,1.0,2020Q2
2020-05-10,NPL,NEPAL,SEAR,10.0,,59.0,0.0,2020Q2
2020-05-10,NLD,NETHERLANDS,EUR,169.0,46.0,1601.0,457.0,2020Q2
2020-05-10,NZL,NEW ZEALAND,WPR,1.0,1.0,13.0,2.0,2020Q2
2020-05-10,MKD,NORTH MACEDONIA,EUR,51.0,,190.0,,2020Q2
2020-05-10,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,22.0,,70.0,,2020Q2
2020-05-10,OMN,OMAN,EMR,50.0,4.0,170.0,4.0,2020Q2
2020-05-10,PAK,PAKISTAN,EMR,709.0,,2197.0,,2020Q2
2020-05-10,PAN,PANAMA,AMR,210.0,2.0,726.0,57.0,2020Q2
2020-05-10,PHL,PHILIPPINES,WPR,430.0,,2612.0,,2020Q2
2020-05-10,POL,POLAND,EUR,320.0,10.0,1943.0,43.0,2020Q2
2020-05-10,PRT,PORTUGAL,EUR,161.0,21.0,167.0,40.0,2020Q2
2020-05-10,QAT,QATAR,EMR,7258.0,,10962.0,,2020Q2
2020-05-10,ROU,ROMANIA,EUR,653.0,38.0,4084.0,244.0,2020Q2
2020-05-10,SGP,SINGAPORE,WPR,5129.0,,20802.0,,2020Q2
2020-05-10,SVN,SLOVENIA,EUR,2.0,,36.0,,2020Q2
2020-05-10,ESP,SPAIN,EUR,1647.0,114.0,14383.0,938.0,2020Q2
2020-05-10,LKA,SRI LANKA,SEAR,145.0,,639.0,,2020Q2
2020-05-10,SDN,SUDAN,EMR,963.0,,1568.0,,2020Q2
2020-05-10,SWE,SWEDEN,EUR,916.0,158.0,4842.0,835.0,2020Q2
2020-05-10,CHE,SWITZERLAND,EUR,32.0,,460.0,,2020Q2
2020-05-10,GBR,THE UNITED KINGDOM,EUR,,0.0,,0.0,2020Q2
2020-05-10,TUR,TURKEY,EUR,6629.0,394.0,35612.0,2874.0,2020Q2
2020-05-10,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,,1.0,,2020Q2
2020-05-10,UKR,UKRAINE,EUR,743.0,27.0,2680.0,96.0,2020Q2
2020-05-10,USA,UNITED STATES OF AMERICA,AMR,451.0,,1815.0,,2020Q2
2020-05-10,URY,URUGUAY,AMR,11.0,3.0,44.0,13.0,2020Q2
2020-05-10,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,1.0,1.0,1.0,1.0,2020Q2
2020-05-10,YEM,YEMEN,EMR,25.0,,30.0,,2020Q2
2020-05-03,ARG,ARGENTINA,AMR,521.0,36.0,2026.0,204.0,2020Q2
2020-05-03,ARM,ARMENIA,EUR,649.0,,1378.0,,2020Q2
2020-05-03,AUS,AUSTRALIA,WPR,11.0,,147.0,,2020Q2
2020-05-03,AUT,AUSTRIA,EUR,41.0,3.0,437.0,45.0,2020Q2
2020-05-03,AZE,AZERBAIJAN,EUR,309.0,,1147.0,,2020Q2
2020-05-03,BHS,BAHAMAS,AMR,0.0,0.0,6.0,2.0,2020Q2
2020-05-03,BHR,BAHRAIN,EMR,606.0,,2313.0,,2020Q2
2020-05-03,BGD,BANGLADESH,SEAR,584.0,,1912.0,,2020Q2
2020-05-03,BEL,BELGIUM,EUR,910.0,,7085.0,,2020Q2
2020-05-03,BMU,BERMUDA,AMR,3.0,0.0,21.0,4.0,2020Q2
2020-05-03,BTN,BHUTAN,SEAR,0.0,,0.0,,2020Q2
2020-05-03,BIH,BOSNIA AND HERZEGOVINA,EUR,,8.0,,40.0,2020Q2
2020-05-03,BRA,BRAZIL,AMR,12223.0,3584.0,35206.0,10952.0,2020Q2
2020-05-03,BRN,BRUNEI DARUSSALAM,WPR,0.0,,3.0,,2020Q2
2020-05-03,CAN,CANADA,AMR,1423.0,,5710.0,,2020Q2
2020-05-03,CYM,CAYMAN ISLANDS,AMR,14.0,2.0,14.0,2.0,2020Q2
2020-05-03,CHL,CHILE,AMR,1146.0,506.0,2949.0,1245.0,2020Q2
2020-05-03,CHN,CHINA,WPR,50.0,,50.0,,2020Q2
2020-05-03,CRI,COSTA RICA,AMR,0.0,0.0,3.0,1.0,2020Q2
2020-05-03,CYP,CYPRUS,EUR,6.0,1.0,45.0,14.0,2020Q2
2020-05-03,CZE,CZECHIA,EUR,77.0,13.0,595.0,159.0,2020Q2
2020-05-03,DNK,DENMARK,EUR,109.0,,118.0,1.0,2020Q2
2020-05-03,DOM,DOMINICAN REPUBLIC,AMR,13.0,19.0,36.0,61.0,2020Q2
2020-05-03,ECU,ECUADOR,AMR,1233.0,,5062.0,,2020Q2
2020-05-03,EGY,EGYPT,EMR,1801.0,34.0,5096.0,80.0,2020Q2
2020-05-03,EST,ESTONIA,EUR,24.0,8.0,137.0,23.0,2020Q2
2020-05-03,FIN,FINLAND,EUR,64.0,18.0,382.0,122.0,2020Q2
2020-05-03,FRA,FRANCE,EUR,4897.0,658.0,39140.0,5757.0,2020Q2
2020-05-03,GEO,GEORGIA,EUR,93.0,,409.0,,2020Q2
2020-05-03,DEU,GERMANY,EUR,1263.0,130.0,10230.0,1213.0,2020Q2
2020-05-03,GRC,GREECE,EUR,,4.0,7.0,51.0,2020Q2
2020-05-03,GTM,GUATEMALA,AMR,3.0,0.0,6.0,0.0,2020Q2
2020-05-03,HUN,HUNGARY,EUR,235.0,15.0,1301.0,84.0,2020Q2
2020-05-03,IDN,INDONESIA,WPR,1445.0,,5457.0,,2020Q2
2020-05-03,IRQ,IRAQ,EMR,276.0,,796.0,,2020Q2
2020-05-03,IRL,IRELAND,EUR,209.0,24.0,1338.0,163.0,2020Q2
2020-05-03,IMN,ISLE OF MAN,EUR,1.0,0.0,26.0,1.0,2020Q2
2020-05-03,ISR,ISRAEL,EUR,124.0,12.0,1071.0,156.0,2020Q2
2020-05-03,ITA,ITALY,EUR,2506.0,381.0,18084.0,2333.0,2020Q2
2020-05-03,JAM,JAMAICA,AMR,1.0,,7.0,4.0,2020Q2
2020-05-03,JPN,JAPAN,WPR,0.0,,0.0,,2020Q2
2020-05-03,JEY,JERSEY,EUR,2.0,1.0,32.0,8.0,2020Q2
2020-05-03,JOR,JORDAN,EMR,9.0,,97.0,,2020Q2
2020-05-03,LVA,LATVIA,EUR,9.0,2.0,41.0,9.0,2020Q2
2020-05-03,LBN,LEBANON,EMR,7.0,,64.0,,2020Q2
2020-05-03,LTU,LITHUANIA,EUR,19.0,1.0,182.0,9.0,2020Q2
2020-05-03,LUX,LUXEMBOURG,EUR,19.0,2.0,198.0,18.0,2020Q2
2020-05-03,MYS,MALAYSIA,WPR,518.0,,2636.0,,2020Q2
2020-05-03,MDV,MALDIVES,SEAR,317.0,,512.0,,2020Q2
2020-05-03,MLT,MALTA,EUR,1.0,0.0,19.0,3.0,2020Q2
2020-05-03,MEX,MEXICO,AMR,4532.0,518.0,15742.0,1736.0,2020Q2
2020-05-03,MNG,MONGOLIA,WPR,1.0,,43.0,,2020Q2
2020-05-03,MNE,MONTENEGRO,EUR,13.0,2.0,13.0,2.0,2020Q2
2020-05-03,MMR,MYANMAR,SEAR,106.0,0.0,376.0,1.0,2020Q2
2020-05-03,NPL,NEPAL,SEAR,9.0,0.0,49.0,0.0,2020Q2
2020-05-03,NLD,NETHERLANDS,EUR,253.0,86.0,2744.0,754.0,2020Q2
2020-05-03,NZL,NEW ZEALAND,WPR,1.0,1.0,22.0,1.0,2020Q2
2020-05-03,MKD,NORTH MACEDONIA,EUR,31.0,,224.0,,2020Q2
2020-05-03,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,2.0,,76.0,,2020Q2
2020-05-03,OMN,OMAN,EMR,49.0,,128.0,,2020Q2
2020-05-03,PAK,PAKISTAN,EMR,756.0,,1736.0,,2020Q2
2020-05-03,PAN,PANAMA,AMR,76.0,1.0,598.0,67.0,2020Q2
2020-05-03,PHL,PHILIPPINES,WPR,830.0,,3232.0,,2020Q2
2020-05-03,POL,POLAND,EUR,447.0,12.0,2198.0,54.0,2020Q2
2020-05-03,PRT,PORTUGAL,EUR,6.0,19.0,479.0,81.0,2020Q2
2020-05-03,QAT,QATAR,EMR,1315.0,,5072.0,,2020Q2
2020-05-03,ROU,ROMANIA,EUR,1045.0,54.0,4679.0,313.0,2020Q2
2020-05-03,LCA,SAINT LUCIA,AMR,1.0,,4.0,,2020Q2
2020-05-03,VCT,SAINT VINCENT AND THE GRENADINES,AMR,0.0,0.0,0.0,0.0,2020Q2
2020-05-03,SGP,SINGAPORE,WPR,4581.0,,16896.0,,2020Q2
2020-05-03,SXM,SINT MAARTEN,AMR,0.0,0.0,16.0,12.0,2020Q2
2020-05-03,SVK,SLOVAKIA,EUR,5.0,1.0,116.0,30.0,2020Q2
2020-05-03,SVN,SLOVENIA,EUR,6.0,,64.0,,2020Q2
2020-05-03,ESP,SPAIN,EUR,2268.0,156.0,24432.0,1560.0,2020Q2
2020-05-03,LKA,SRI LANKA,SEAR,270.0,,532.0,,2020Q2
2020-05-03,SDN,SUDAN,EMR,361.0,,628.0,,2020Q2
2020-05-03,SWE,SWEDEN,EUR,1130.0,190.0,5526.0,966.0,2020Q2
2020-05-03,CHE,SWITZERLAND,EUR,65.0,,822.0,,2020Q2
2020-05-03,TJK,TAJIKISTAN,EUR,15.0,0.0,15.0,0.0,2020Q2
2020-05-03,TUR,TURKEY,EUR,7417.0,596.0,42064.0,3583.0,2020Q2
2020-05-03,UKR,UKRAINE,EUR,574.0,27.0,2401.0,92.0,2020Q2
2020-05-03,USA,UNITED STATES OF AMERICA,AMR,557.0,,1893.0,,2020Q2
2020-05-03,URY,URUGUAY,AMR,13.0,4.0,56.0,13.0,2020Q2
2020-05-03,YEM,YEMEN,EMR,5.0,,6.0,,2020Q2
2020-04-26,ALB,ALBANIA,EUR,3.0,,21.0,,2020Q2
2020-04-26,ARG,ARGENTINA,AMR,637.0,60.0,1900.0,236.0,2020Q2
2020-04-26,ARM,ARMENIA,EUR,456.0,,729.0,,2020Q2
2020-04-26,ABW,ARUBA,AMR,0.0,0.0,5.0,3.0,2020Q2
2020-04-26,AUS,AUSTRALIA,WPR,12.0,,357.0,,2020Q2
2020-04-26,AUT,AUSTRIA,EUR,67.0,8.0,728.0,77.0,2020Q2
2020-04-26,BHS,BAHAMAS,AMR,0.0,0.0,20.0,2.0,2020Q2
2020-04-26,BHR,BAHRAIN,EMR,625.0,,1902.0,,2020Q2
2020-04-26,BGD,BANGLADESH,SEAR,679.0,,1328.0,,2020Q2
2020-04-26,BEL,BELGIUM,EUR,1420.0,,9746.0,,2020Q2
2020-04-26,BMU,BERMUDA,AMR,4.0,0.0,25.0,4.0,2020Q2
2020-04-26,BIH,BOSNIA AND HERZEGOVINA,EUR,,12.0,,32.0,2020Q2
2020-04-26,BRA,BRAZIL,AMR,10249.0,3053.0,27295.0,9057.0,2020Q2
2020-04-26,BRN,BRUNEI DARUSSALAM,WPR,0.0,,12.0,,2020Q2
2020-04-26,CAN,CANADA,AMR,1377.0,,5615.0,,2020Q2
2020-04-26,CHL,CHILE,AMR,620.0,265.0,2412.0,1010.0,2020Q2
2020-04-26,CRI,COSTA RICA,AMR,3.0,1.0,4.0,2.0,2020Q2
2020-04-26,CYP,CYPRUS,EUR,6.0,2.0,85.0,24.0,2020Q2
2020-04-26,CZE,CZECHIA,EUR,157.0,44.0,766.0,216.0,2020Q2
2020-04-26,DNK,DENMARK,EUR,5.0,,10.0,1.0,2020Q2
2020-04-26,DOM,DOMINICAN REPUBLIC,AMR,14.0,22.0,30.0,53.0,2020Q2
2020-04-26,ECU,ECUADOR,AMR,1402.0,,4689.0,,2020Q2
2020-04-26,EGY,EGYPT,EMR,1320.0,11.0,3857.0,83.0,2020Q2
2020-04-26,EST,ESTONIA,EUR,24.0,8.0,215.0,22.0,2020Q2
2020-04-26,FLK,FALKLAND ISLANDS (MALVINAS),AMR,0.0,,2.0,1.0,2020Q2
2020-04-26,FIN,FINLAND,EUR,70.0,23.0,502.0,163.0,2020Q2
2020-04-26,FRA,FRANCE,EUR,7618.0,1026.0,54233.0,9087.0,2020Q2
2020-04-26,GEO,GEORGIA,EUR,103.0,,403.0,,2020Q2
2020-04-26,DEU,GERMANY,EUR,1928.0,180.0,14651.0,1841.0,2020Q2
2020-04-26,GRC,GREECE,EUR,,10.0,31.0,87.0,2020Q2
2020-04-26,GTM,GUATEMALA,AMR,1.0,0.0,3.0,0.0,2020Q2
2020-04-26,HUN,HUNGARY,EUR,298.0,17.0,1237.0,92.0,2020Q2
